"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
376.1,0.5057,5.963,-0.4764,4.456,-0.3782,0.4314,1.521,-0.6647,2.853,9.439,-13.51,0.533,-4.559,2.692,14.83,-0.2225,-6.377,-2.375,7.606,12.59,9.845,6.601,3.72,6.914,11.92,7.093,2.315
385.8,0.5204,5.682,2.019,4.616,-0.389,0.6175,2.647,-2.311,4.862,9.896,-14.18,0.4632,-3.716,2.92,15.26,-6.957,-6.856,-2.213,7.997,11.25,9.36,7.516,8.503,7.464,11.76,8.38,1.483
391.4,0.3713,6.827,1.119,4.494,-0.3571,0.4566,1.287,-1.575,2.17,7.633,-12.96,0.009988,-3.069,2.798,14.88,-22.81,-6.375,-2.334,8.063,8.81,9.29,10.46,9.842,6.296,13.5,9.532,2.571
395,0.2597,6.684,-0.2936,4.258,-0.2975,0.292,1.236,-1.53,0.5098,10.79,-12.57,-0.7763,-3.813,2.789,14.52,-31.26,-6.769,-1.891,7.732,8.688,9.55,10.48,5.526,7.869,13.44,9.34,2.947
396.3,0.2364,6.619,-0.1058,4.849,-0.2869,0.2667,1.207,-1.97,1.382,9.87,-12.5,-0.9011,-2.771,2.64,14.4,-17.28,-7.314,-1.891,8.349,7.931,9.944,10.33,6.698,8.984,15.16,8.553,2.693
379.1,0.4239,8.015,-1.005,4.895,-0.2783,0.5712,2.233,-0.6624,2.38,10.11,-12.32,-0.7186,-2.804,2.478,15.31,-8.793,-7.411,-2.104,8.02,4.437,8.191,5.737,11.16,8.677,12.01,7.789,3.306
370.6,0.5815,6.177,1.616,4.897,-0.4395,0.4959,1.624,-1.53,2.72,4.578,-12.35,-0.742,-3.2,1.978,16.22,-5.854,-7.453,-1.83,7.944,2.854,4.71,5.979,9.625,8.283,12.14,7.863,3.396
387.2,0.3687,7.493,0.4349,4.803,-0.4481,0.4209,2.633,-0.5832,1.467,4.032,-12.45,-0.6322,-2.242,2.051,17.76,-19.06,-7.28,-1.761,7.349,3.559,3.506,7.004,3.377,6.563,11.37,8.615,3.829
379.4,0.4478,7.844,0.1527,4.926,-0.175,0.4858,0.944,-1.198,3.49,8.041,-12.68,-1.466,-1.678,1.863,15.89,-15.29,-7.011,-1.991,7.374,5.87,8.508,6.764,2.294,8.977,8.936,10.01,2.516
384.3,0.4511,7.98,0.06265,4.469,-0.4337,0.1164,0.7249,-0.6897,2.31,10.23,-13.37,-1.386,-1.101,2.31,14.73,-0.3832,-6.854,-2.839,7.451,8.523,9.05,7.461,12.59,8.815,13.71,10.82,3.836
384.5,0.4205,6.34,0.5784,4.451,-0.4201,0.06471,0.4858,-0.8188,4.748,7.312,-13.4,-0.7346,-0.9876,2.083,14.55,-2.854,-6.854,-2.946,7.699,8.783,7.462,7.354,10.19,6.31,12.29,9.236,2.563
400.5,0.4199,8.377,-0.1099,4.946,-0.5683,0.4115,0.2446,-1.792,2.119,9.351,-13.33,-0.6617,-0.5481,2.127,15.49,-9.842,-7.146,-2.613,7.766,9.805,5.73,7.354,10.87,6.79,15.23,8.472,2.644
394.5,0.4903,9.259,-0.8106,4.961,-0.6179,0.2824,0.4758,-1.161,2.792,6.491,-13.65,-0.08837,-0.3514,2.401,16.15,-8.821,-7.117,-2.683,8.403,6.414,5.277,7.347,10.87,4.793,13.41,8.92,4.29
393.3,0.33,5.788,0.8899,4.996,-0.306,0.2824,0.7069,-2.068,3.961,6.188,-14.77,0.1743,0.03417,2.457,16.32,-8.033,-7.567,-2.065,8.7,5.789,7.79,8.658,-0.8271,5.022,10.44,8.407,3.53
397.6,0.3725,6.515,1.431,4.085,-0.5308,0.2879,3.063,-3.432,4.761,7.457,-15.41,0.1961,1.018,2.457,16.44,-11.05,-7.103,-2.228,8.869,6.804,9.293,8.431,7.987,5.599,9.378,8.131,1.166
382.4,0.5887,8.588,3.372,4.651,-0.6708,0.2928,1.532,-0.8787,4.736,8.674,-14.49,0.6396,1.532,2.595,17.54,-4.896,-6.553,-1.254,8.512,7.834,10.49,9.68,10.65,5.854,8.795,7.637,1.108
387.4,0.278,6.762,1.06,4.846,-0.3929,0.3321,4.493,-5.263,3.229,9.145,-13.6,0.657,1.534,2.581,19.17,-4.148,-6.695,-1.028,8.405,7.441,10.49,8.707,10.65,7.579,10.53,7.633,1.508
377.8,0.3861,6.662,2.579,4.831,-0.1124,0.6216,2.957,-2.85,1.569,7.301,-13.99,1.115,0.5753,2.787,18.73,4.33,-7.04,-1.212,7.755,7.006,7.829,7.789,7.763,7.746,11.08,7.101,2.15
387.8,0.3587,6.379,-0.11,4.908,-0.2883,0.6392,2.291,-2.678,0.3854,7.511,-14.1,1.236,0.34,2.683,19.49,-5.221,-7.536,-1.308,8.619,9.71,10.2,8.446,3.389,6.206,11.74,6.639,2.691
360.4,0.5265,5.88,-0.9133,4.951,0.01457,0.5166,2.29,-2.48,0.3767,7.508,-13.27,0.9805,-0.1982,2.547,19.12,0.8442,-7.393,-1.744,7.805,5.551,13.63,9.154,7.542,4.924,11.84,6.054,3.486
371.8,0.6187,6.856,0.8008,4.974,-0.3964,0.6973,2.399,1.259,1.923,8.395,-12.67,1.436,-0.1982,2.605,19.29,5.705,-6.876,-1.618,8.036,9.426,12.36,9.341,7.542,5.234,9.436,5.798,2.669
353.2,0.705,7.905,0.9763,4.907,-0.2745,0.4968,2.76,0.3456,2.989,5.922,-12.15,1.006,-0.1982,3.12,19.11,9.139,-6.345,-1.397,9.448,7.999,12.44,7.362,11.26,4.808,7.322,6.026,4.47
381.3,0.5138,4.496,2.543,4.94,-0.3125,0.6132,2.539,-1.845,2.517,8.272,-11.89,1.238,0.4261,3.03,19.12,13.63,-6.134,-1.615,9.397,5.862,14.07,6.795,6.545,4.808,5.62,6.339,2.69
374.5,0.7263,8.432,0.4712,4.769,-0.549,0.6022,1.148,-0.9773,0.1585,6.819,-11.31,1.503,0.1094,2.692,17.69,6.24,-7.084,-1.765,8.337,7.842,12.72,9.273,8.711,4.037,7.062,6.145,1.788
378.5,0.4754,5.757,2.291,4.962,-0.5336,0.3119,1.842,-1.376,1.932,6.993,-10.88,1.699,1.294,2.674,15.86,2.894,-6.22,-1.931,7.606,8.015,12.94,8.783,6.654,4.999,8.857,5.336,2.273
352.9,0.7755,8.379,1.969,4.891,-0.5567,0.03722,4.84,-3.287,1.843,6.768,-10.75,0.8503,1.377,2.486,16.32,7.558,-6.323,-1.652,9.555,4.873,10.69,5.943,15.16,4.999,8.64,6.001,3.77
361.9,0.5689,6.192,2.256,4.756,-0.005007,0.4689,4.406,-2.187,3.474,8.72,-11.26,1.147,1.718,2.441,15.85,21.47,-6.382,-1.325,9.48,8.378,10.79,7.067,9.668,6.83,7.023,6.697,1.694
366.9,0.5564,4.431,0.8895,4.912,-0.1502,0.4834,3.373,-0.008035,0.3126,7.335,-11.36,1.389,1.113,2.473,16.6,17.93,-7.418,-1.267,8.761,9.374,8.365,7.057,5.772,7.102,6.523,7.074,1.381
371.6,0.4761,6.146,-0.3061,4.932,-0.19,0.4431,2.904,-1.314,0.4837,7.383,-10.89,1.415,1.424,1.949,15.37,11.37,-8.393,-1.537,9.143,8.179,7.667,6.125,6.29,6.933,6.414,7.892,0.7858
366.2,0.8248,4.591,-0.06713,4.675,-0.368,0.6485,1.839,-2.24,0.06795,7.406,-11.83,1.286,1.702,2.034,15.28,2.049,-7.114,-1.434,11.11,5.694,7.783,8.573,6.29,6.933,7.182,9.35,1.882
374.4,0.5416,7.098,0.8195,4.615,-0.335,0.409,4.807,0.613,0.606,8.775,-11.73,1.123,1.389,2.148,15.48,8.975,-7.804,-1.514,11.91,8.233,6.737,8.101,11.33,7.871,8.815,8.849,2.57
370.6,0.6387,6.574,0.7272,4.896,-0.368,0.2457,1.644,-1.532,2.105,8.485,-11.12,1.519,2.672,2.362,15.93,9.46,-7.91,-1.492,11.18,9.547,9.453,12.41,1.781,8.462,9.9,8.821,2.957
390.9,0.2235,7.682,1.073,4.829,-0.131,0.5663,1.246,-0.9669,0.3097,9.732,-11.11,1.435,2.591,2.473,17.23,6.285,-8.341,-1.405,11.81,11.76,11.06,12.14,5.261,8.462,9.804,8.952,1.983
388.5,0.4555,9.679,1.106,4.856,-0.131,0.5633,0.4584,-1.412,0.2941,10.11,-10.95,1.745,2.144,2.382,18.37,-5.229,-9.117,-1.405,9.548,10.62,11.33,12.14,10.98,8.825,11.73,8.877,1.207
364.6,0.597,6.398,0.9648,4.948,-0.3747,0.2171,0.9513,-0.2985,1,10.79,-11.14,1.808,1.811,2.415,19.09,22.72,-8.479,-1.621,10.35,10.59,13.41,12.24,10.57,8.351,12.11,8.95,1.945
380.1,0.4026,6.946,0.2001,4.423,-0.4076,0.2171,2.302,-2.33,0.7865,11.39,-11.56,1.528,2.362,2.322,18.93,16.47,-8.406,-1.45,11.33,8.415,12.85,12.3,10.57,9.245,11.06,9.38,1.347
357,0.6188,7.971,-0.6154,4.985,-0.3072,0.1179,3.716,-2.395,0.8283,10.51,-11.64,1.858,2.018,2.212,20.37,15.98,-8.624,-1.035,12.04,8.912,10.35,11.33,10.57,9.904,9.993,10.08,0.7462
