"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
320.9,0.6627,8.37,-0.7122,3.998,-0.2844,0.4017,4.331,-0.4976,0.2859,-2.26,-7.634,2.966,-6.752,2.406,8.089,8.849,-23.41,-8.814,-2.85,-2.875,-2.511,-2.654,-2.214,-2.05,-1.622,-2.102,0.5663
351.1,0.2912,6.827,1.083,4.71,-0.3093,0.2251,4.953,0.9345,4.808,-2.676,-8.319,2.733,-6.536,2.66,7.869,-1.377,-23.99,-8.986,-2.964,-1.739,-3.272,-2.783,-2.572,-1.81,-2.487,-2.352,0.6088
349.5,0.4716,6.724,-0.07309,4.336,-0.5396,0.2922,3.385,1.152,2.756,-2.642,-8.647,2.792,-6.745,2.949,8.057,4.307,-25.66,-9.661,-2.497,-2.93,-2.139,-3.427,-3.296,-2.272,-2.743,-1.951,0.504
328.1,0.5819,5.786,-0.5497,4.39,-0.4003,-0.006469,2.377,1.155,4.655,-2.388,-9.117,3.364,-6.823,2.839,8.718,4.969,-25.64,-9.966,-1.884,-2.994,-2.047,-1.625,-2.423,-2.073,-2.482,-1.731,0.8044
345.9,0.4129,6.379,1.1,4.303,-0.3345,0.161,4.511,3.702,3.336,-3,-8.601,3.667,-7.77,3.382,8.418,6.246,-26.78,-10.12,-1.434,-4.669,-3.125,-0.8934,-1.594,-3.819,-2.996,-1.988,2.053
351.5,0.2415,8.671,-0.1563,4.955,-0.06858,0.4483,1.851,0.3912,1.314,-2.895,-9.271,3.744,-7.902,2.845,8.863,0.7144,-26.31,-10.23,-1.987,-3.627,-4.726,-3.848,1.08,-1.648,-2.791,-1.518,1.937
352.2,0.2415,7.685,-0.3553,4.992,-0.2644,0.2277,4.013,0.448,4.988,-2.796,-9.672,3.859,-7.791,3.15,8.536,-0.3511,-26.85,-9.449,-0.8479,-4.454,-3.055,-2.4,-5.235,-1.254,-1.237,-2.357,1.918
346,0.4804,10.11,0.7719,4.815,-0.4205,0.1561,3.888,1.584,3.626,-2.946,-9.607,4.815,-8.333,2.676,8.901,-6.273,-26.54,-10.1,-1.659,-5,-4.176,-0.802,-1.678,-2.078,-1.048,-2.626,1.372
337,0.498,8.075,1.119,4.454,-0.5397,0.1012,4.824,-3.193,4.39,-3.265,-8.796,4.36,-8.198,2.76,9.108,1.832,-26.96,-9.928,-1.24,0.6912,-3.374,-1.563,-3.687,-1.756,-0.9357,-3.086,3.373
348.9,0.3547,8.578,-1.114,4.415,-0.4037,0.2936,4.033,2.303,0.4833,-2.94,-9.142,4.253,-7.866,2.152,9.697,-11.82,-26.54,-9.999,-2.95,-3.51,-2.193,-1.423,-2.32,-1.832,-0.4792,-3.604,1.133
