"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
335.8,0.202,-0.3411,-0.06289,2.13,-0.3264,0.371,7.824,-0.3279,9.769,0.5025,-0.7508,6.734,-6.614,-3.989,0.6395,8.53,6.992,7.645,7.486,6.483,8.315,7.41,9.079,0.7195
343.3,0.1513,-0.5119,0.1238,0.7921,-2.079,1.903,8.428,0.1163,9.476,0.5919,-0.913,6.734,-6.655,-3.636,0.5451,8.53,7.48,7.628,6.845,7.375,9.219,7.34,8.701,0.729
334.7,0.1416,-0.2918,-0.02429,0.7377,-0.9855,1.543,8.164,-0.2468,9.491,1.724,-1.02,6.604,11.56,-3.97,0.7294,7.829,8.806,9.215,8.126,9.677,8.55,8.561,8.701,0.8014
329.7,0.2428,-0.427,0.09289,1.272,-2.182,3.213,8.614,-0.6253,9.634,0.9648,-1.186,6.237,-6.67,-3.546,0.7134,7.529,6.373,9.543,9.049,8.146,10.87,8.203,8.102,1.277
349.3,0.1206,-0.5241,0.09289,0.4677,-1.022,2.797,9.913,-0.5896,9.952,0.9175,-1.049,6.115,-6.67,-1.726,0.6281,8.334,10.86,9.691,9.723,8.605,11.21,8.75,9.409,0.8948
325.4,0.2603,-0.1551,0.09289,0.5179,-0.5224,4.471,9.687,-1.039,9.923,1.077,-1.142,6.474,-12.91,-2.188,0.6298,9.159,10.42,9.538,10,8.63,10.43,9.88,10.28,0.5782
347.7,0.009461,-0.2439,0.2823,1.175,-1.391,4.697,9.878,-0.6156,9.527,1.682,-1.048,5.1,-12.71,-1.735,0.8314,10.16,9.368,10.14,10.18,10.83,8.03,10.01,10.1,1.02
324.3,0.3125,-0.3135,0.06352,0.6887,-1.244,3.874,10.37,-0.6653,9.281,-0.4467,-1.056,6.15,17.17,-2.286,0.5787,11.45,9.368,10.38,11.46,9.123,10.25,10.16,9.773,1.211
340.5,0.0344,-0.05938,0.2047,1.173,-2.006,3.992,10.94,-0.8038,9.557,0.02315,-0.9341,5.53,0.8533,-1.909,-0.385,10.74,12.13,10.48,12.1,11.57,11.26,10.16,9.666,1.897
334.7,0.172,-0.2674,0.2074,1.683,-0.9228,0.1628,9.538,-0.9729,9.219,0.08896,-0.8781,6.929,-5.94,-2.155,-0.4988,9.537,8.869,10.48,11,9.655,11.39,7.506,9.39,1.127
