"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
327.4,0.2447,-0.1951,0.2322,1.044,-1.996,0.1013,17.75,-0.9066,12.08,10.05,-0.006186,10.57,17.65,-5.213,-4.224,20.44,16.51,16.09,16.54,19.27,20.37,19.81,22.32,4.26
350.6,-0.1694,-0.0981,0.3487,0.598,-1.185,0.1796,17.93,-1.586,11.35,10.15,0.05323,11.29,1.334,-5.271,-4.471,22.16,20.14,14.73,17.59,11.81,22.22,14.85,21.93,4.576
346.2,-0.1059,-0.0981,0.127,1.617,-2.732,4.975,18.26,-2.301,12.46,10.86,0.258,12.1,4.27,-4.73,-3.778,21.32,23.09,15.71,16.61,16.87,21.51,17.06,21.4,2.482
356.2,-0.1457,-0.2844,0.267,0.2701,-0.7435,4.42,17.95,-2.599,12.72,9.958,0.1043,11.57,1.346,-4.964,-4.281,21.43,15.08,18.71,20.46,14.98,21.14,17.21,22.11,2.589
346.8,-0.1063,-0.03882,0.08744,1.301,-1.619,3.514,21.34,-2.07,12.08,9.662,-0.1609,12.05,-2.456,-4.952,-3.779,20.76,20.63,17.6,18.79,17.5,21.62,20.66,23,3.369
341.6,0.04862,-0.3415,0.0979,0.5538,-1.226,4.283,16.02,-2.075,12.24,9.553,-0.3516,11.86,1.421,-5.22,-4.157,23.14,20.75,16.9,18.04,16.93,22.83,21.68,21.94,3.849
336.6,0.05674,-0.5225,0.05825,2.563,0.2473,0.4353,19.01,-2.045,12.02,9.833,-0.4383,12.36,-2,-5.279,-4.499,24.13,11.36,14.69,16.14,11.28,22.13,23.06,20.47,4.846
329,0.1113,-0.234,0.233,0.6468,-0.7394,1.137,16.66,-2.641,11.37,9.13,-0.6382,12.2,7.998,-5.746,-4.188,21.07,11.17,21.27,15.51,10.62,20.32,24.89,21.16,4.619
335.8,0.03365,-0.2498,0.2313,1.054,-0.8272,4.39,19.76,-1.768,11.3,9.996,-0.6143,12.06,4.627,-6.249,-4.923,22.47,14.87,17.86,17.21,23.49,21.34,24.38,21.58,3.303
357.2,-0.147,-0.1783,0.4079,0.5248,-0.8884,2.277,21.12,-1.026,11.16,9.888,-0.2985,12.43,13.04,-6.158,-4.721,23.72,24.33,16.78,17.07,19.26,22.31,21.96,22.64,4.485
365.2,-0.2939,-0.1616,0.1855,0.5517,-0.1918,3.716,22.06,-1.614,11.1,9.37,-0.1462,12.34,-11.6,-6.492,-4.31,23.42,21.76,16.59,16.9,20.18,24.39,22.54,23.86,3.56
343.1,-0.06977,-0.2847,-0.05183,0.7264,-0.4009,1.95,21.55,-2.077,11.27,9.5,-0.03297,12.8,2.022,-6.848,-4.626,21.44,24.86,14.68,15.49,16.41,22.97,21.69,23.86,3.213
341.6,-0.06977,-0.08133,0.1852,1.465,0.8614,4.97,18.88,-1.906,11.45,9.362,-0.3972,12.11,-5.505,-6.435,-5.004,24.23,24.01,16.49,17.27,23.09,24.06,19.41,22.79,4.762
356.4,-0.2469,-0.107,0.2908,1.972,0.1846,2.403,23.66,-2.559,11.77,8.868,-0.2769,12.87,6.569,-6.819,-4.781,23,24.97,15.85,17.85,21.79,23.96,24.03,23.1,3.781
342.2,-0.08429,-0.1667,-0.04023,3.999,1.24,1.113,21.72,-2.911,11.97,9.16,-0.7958,13.12,3.957,-6.979,-5.38,24.39,25.86,15.68,18.3,21.11,24.38,18.79,23.46,2.792
362.8,-0.1589,-0.39,0.4329,1.155,-0.1953,1.25,19.76,-3.296,12.46,9.459,-0.9933,13.34,9.534,-6.684,-5.247,25.58,21.65,18.33,18.32,25.03,25.21,19.51,24.68,3.458
360.6,-0.1589,-0.2986,0.0899,0.2953,-0.8313,0.3787,23.62,-2.33,13.03,9.385,-0.7726,14.13,4.211,-7.123,-5.139,27.88,20.21,21.29,19.85,20.92,23.05,20.18,25.03,2.115
