"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
399.9,3.355,-0.9307,-0.5307,0.197,-0.6493,1.581,7.459,3.701,-3.875,-10.13,3.582,7.506,12.55,-3.568,9.217,7.942,8.895,6.473,6.721,8.586,7.671,6.491,6.212,0.9846
424.7,3.068,-0.9866,-0.6526,0.224,-0.7884,1.262,7.144,3.643,-3.933,-9.971,3.781,7.456,14.6,-3.741,9.157,7.082,7.797,7.23,6.758,7.33,7.595,6.393,6.823,0.4381
394.4,3.955,-1.291,-0.7662,0.1377,-0.5191,3.717,6.909,3.744,-3.884,-9.528,3.901,7.827,13.46,-4.579,8.943,6.913,6.923,7.094,7.461,7.435,7.815,6.569,6.763,0.4658
413.6,3.257,-1.064,-0.4959,0.09592,-0.4721,3.149,8.167,3.683,-4.047,-9.665,3.845,7.974,17.62,-4.531,8.722,7.721,8.059,7.862,7.345,7.928,8.345,7.739,7.568,1.004
418.4,3.206,-0.8485,-0.02437,0.3276,-0.9197,2.236,7.807,4.138,-4.075,-9.899,3.867,8.31,12.81,-4.549,8.88,6.54,7.754,7.893,7.43,7.021,8.657,7.827,7.761,0.5236
421.9,3.145,-0.9085,-0.3169,0.5629,-0.09135,2.169,8.492,4.072,-3.83,-10.08,3.856,7.637,9.851,-4.514,9.01,6.985,7.753,9.86,7.59,9.728,7.35,7.292,6.957,1.002
401.8,3.157,-0.709,-0.1999,0.7054,-0.6445,4.018,7.5,4.282,-3.759,-9.951,3.798,7.83,7.19,-4.35,9.179,7.216,7.443,7.398,7.242,9.463,6.931,8.155,7.334,1.662
413.3,3.31,-0.9032,-0.6843,0.8539,-0.448,1.107,7.155,4.513,-3.466,-10.23,3.888,7.578,4.368,-4.557,8.822,6.993,7.137,6.8,6.957,7.339,6.887,7.399,7.965,0.2909
406.4,3.31,-0.6956,-0.5592,0.7939,-0.2387,4.177,6.636,4.423,-3.757,-10.19,3.543,7.536,-8.771,-4.648,9.145,7.132,6.991,7.874,6.926,6.271,6.152,9.125,7.489,0.9681
419,3.019,-0.6956,-0.4269,0.3953,-0.5957,4.233,7.279,4.439,-3.781,-10.76,3.538,7.746,-10.25,-4.808,9.486,7.213,7.648,6.249,6.457,6.49,7.69,7.434,7.505,0.8527
412.1,3.448,-1.255,-0.5557,0.4416,-0.4486,0.009957,7.046,4.246,-3.405,-11.12,3.676,7.612,-7.848,-4.937,9.379,6.312,7.011,7.217,7.21,7.581,7.669,7.225,7.003,0.4593
422.7,3.304,-1.149,-0.9976,0.1708,-0.936,1.527,6.955,4.012,-3.218,-11.55,3.797,8.094,-11.23,-5.065,9.158,6.633,7.032,7.188,6.561,7.468,7.504,6.867,6.7,0.2799
415.9,3.374,-1.031,-0.7899,0.04559,-0.97,0.4216,6.994,3.708,-3.545,-11.59,4.089,7.89,-3.303,-4.942,9.341,6.6,7.218,6.944,6.731,7.345,6.685,6.893,6.394,0.4984
407.9,3.495,-0.9155,-0.2738,0.02431,-0.9696,4.72,7.142,3.598,-3.581,-11.89,4.134,7.958,-5.692,-5.015,9.544,6.888,7.085,7.475,6.367,6.832,7.146,7.658,6.405,0.5709
411.9,3.436,-1.003,-0.8213,0.1754,-0.8893,0.491,6.547,3.424,-3.626,-11.78,4.015,7.992,-9.786,-4.733,9.605,6.444,6.36,6.631,6.606,6.655,6.274,7.011,6.717,0.2936
425.2,3.323,-1.239,-0.6757,0.1014,-0.8746,1.561,6.831,3.402,-3.639,-11.58,4.069,7.769,-11.44,-4.621,10.02,6.927,7.315,7.255,6.125,6.451,6.615,6.394,7.226,0.5767
413.6,3.398,-1.144,-0.7117,0.3378,-0.6707,0.4272,6.426,3.612,-3.983,-11.84,3.875,7.891,-14.75,-4.667,9.408,6.381,6.982,5.49,5.668,6.265,7.53,7.302,6.961,0.9569
401.4,3.734,-1.33,-0.8453,0.3281,-0.5042,1.653,6.209,3.71,-3.73,-11.64,3.764,7.953,-10.89,-4.756,8.983,6.389,6.48,5.494,6.402,6.792,6.249,6.566,6.549,0.4618
408.4,3.255,-0.9987,-0.6695,0.4456,-0.8091,3.357,6.284,3.505,-3.633,-12.33,3.928,7.761,-6.493,-4.367,8.982,5.548,7.501,6.723,6.986,6.304,6.582,6.915,6.472,0.6906
419.9,3.23,-1.253,-0.7028,0.4735,-0.09343,2.747,6.809,3.152,-2.901,-12.18,4.01,7.705,-6.668,-4.253,8.886,5.604,7.183,7.643,7.328,6.218,6.05,6.577,6.083,0.7933
417.5,3.264,-1.068,-0.6881,0.7756,0.4297,2.203,5.592,3.382,-2.716,-12.42,3.81,8.13,-8.095,-4.265,9.113,5.402,4.624,6.294,5.628,6.495,5.888,6.893,5.722,1.118
421.4,3.099,-0.9586,-0.6592,0.5195,0.2629,2.757,5.383,3.637,-2.739,-12.06,3.673,7.936,-6.01,-3.99,9.314,5.32,4.945,5.155,5.488,5.341,5.657,5.909,6.026,0.2516
401.8,3.413,-0.8615,-0.3247,0.2343,-1.017,4.64,5.417,3.462,-2.602,-12.29,3.914,7.842,-7.001,-4.137,9.25,5.688,4.202,5.634,5.423,5.614,4.324,5.409,6.066,1.364
405.4,3.213,-0.7267,-0.2194,0.2742,-0.8774,0.9114,5.142,3.351,-2.639,-11.52,3.928,7.391,-6.833,-3.794,9.153,5.844,5.346,5.943,5.19,4.954,4.23,4.644,5.564,0.7038
426.8,3.435,-1.36,-0.8446,0.08573,-0.9854,1.465,5.244,2.952,-2.8,-11.65,3.963,7.378,-8.868,-3.704,8.945,5.69,5.406,5.053,5.195,6.014,4.948,5.009,5.552,0.4341
403.3,3.46,-1.001,-0.6393,0.4018,-0.931,2.362,6.339,3.175,-2.492,-11.69,4.012,7.951,-10.07,-3.632,8.881,5.224,4.914,7.848,6.551,7.11,6.012,6.12,5.258,0.9016
420.4,3.131,-1.001,-0.4506,0.1573,-0.7785,0.2033,5.711,3.186,-2.594,-12.24,3.729,7.861,-3.563,-3.495,8.856,5.38,4.844,6.026,6.177,5.6,6.284,5.579,5.756,0.8284
401.4,3.393,-1.001,-0.6625,0.4039,-0.4639,1.525,6.341,3.393,-2.648,-12.16,3.84,7.73,-7.041,-3.748,9.154,5.026,6.044,5.087,6.29,5.815,7.746,5.502,5.476,0.8584
398.6,3.637,-1.109,-0.5654,0.9571,-0.8035,4.896,5.208,3.535,-3.126,-12.26,3.848,8.54,-8.838,-4.046,9.101,4.943,9.618,5.137,6.082,3.921,6.979,5.876,5.126,2.499
406,3.277,-0.7486,-0.6393,0.09365,-0.3679,1.042,5.38,3.644,-3.28,-11.67,3.604,8.417,-11.21,-3.921,9.537,4.854,5.658,5.808,4.935,5.217,6.799,5.683,6.005,1.046
434.7,2.821,-0.7408,-0.5447,0.2068,-0.5633,4.559,5.221,4.036,-3.146,-11.81,3.596,8.777,-11.65,-3.958,9.478,4.812,7.201,7.024,4.157,7.315,6.376,6.109,5.55,1.164
403.3,2.953,-0.4373,-0.358,0.9854,-0.8697,3.036,5.566,4.503,-3.155,-11.81,3.734,8.827,-3.846,-4.182,9.325,4.602,6.495,7.317,4.181,5.279,7.355,5.999,5.625,1.908
426,2.811,-0.6869,-0.2246,0.1815,-0.8444,2.204,5.545,4.642,-3.603,-12.35,3.446,9.119,-2.865,-4.159,9.314,5.077,7.253,6.245,4.816,7.689,7.31,5.319,5.348,1.678
414.1,3.089,-0.837,-0.4938,0.3427,-1.111,4.328,6.529,4.639,-3.555,-12.36,3.355,8.997,-2.905,-4.402,9.716,5.387,6.335,7.804,4.699,6.68,7.411,5.858,5.205,0.9369
401.4,3.264,-0.8003,-0.6504,0.4633,-1.02,3.008,6.226,4.115,-3.484,-12.46,3.26,9.15,0.4218,-4.579,9.702,6.281,6.616,5.797,5.205,5.911,6.815,6.027,5.532,0.4695
408.1,3.12,-0.8003,-0.4363,0.3025,-0.4486,4.281,6.108,4.192,-3.011,-12.38,3.665,8.935,7.549,-4.873,10.18,6.459,5.921,5.798,5.777,6.104,6.55,6.128,5.231,0.4073
425.9,2.765,-0.6728,-0.5393,0.5349,-0.1988,4.576,5.591,3.852,-2.785,-12.41,3.852,8.972,6.299,-5.174,10.36,5.847,4.828,4.25,5.928,6.185,5.941,6.258,5.162,0.7737
